Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chile,CHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,941000000.0,2075000000.0,1951000000.0,1814000000.0,2038000000.0,1797000000.0,1438000000.0,2705000000.0,3121000000.0,4353000000.0,2579000000.0,5011000000.0,5263000000.0,6323000000.0,7250000000.0,8991000000.0,0.0,0.0,0.0,0.0,0.0,0.0
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3174000000.0,3334000000.0,3467000000.0,3640000000.0,3936000000.0,7434000000.0,11096000000.0,15647000000.0,29803000000.0,48011000000.0,70255000000.0,100573000000.0,132470000000.0,193807000000.0,229840000000.0,283851000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,CIV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,107000000.0,110000000.0,112000000.0,115000000.0,118000000.0,72000000.0,69000000.0,64000000.0,66000000.0,68000000.0,70000000.0,105000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,CMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,643000000.0,76000000.0,77000000.0,71000000.0,59000000.0,61000000.0,64000000.0,68000000.0,72000000.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congo, Dem. Rep.",COD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,18000000.0,9000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congo, Rep.",COG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,COL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,496000000.0,496000000.0,491000000.0,495000000.0,519000000.0,552000000.0,593000000.0,581000000.0,591000000.0,599000000.0,2456000000.0,2040000000.0,2008000000.0,2106000000.0,2196000000.0,2262000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Comoros,COM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,CPV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,CRI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1176000000.0,1187000000.0,1433000000.0,1274000000.0,1486000000.0,1423000000.0,1563000000.0,1559000000.0,1411000000.0,1635000000.0,1680000000.0,1834000000.0,2111000000.0,2188000000.0,2457000000.0,2637000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Caribbean small states,CSS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,225000000.0,199000000.0,88000000.0,75000000.0,126000000.0,144000000.0,174000000.0,157000000.0,122000000.0,203000000.0,180000000.0,229000000.0,284000000.0,277000000.0,268000000.0,294000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,944000000.0,930000000.0,939000000.0,720000000.0,789000000.0,420000000.0,406000000.0,416000000.0,564000000.0,545000000.0,467000000.0,474000000.0,573000000.0,706000000.0,674000000.0,753000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Curacao,CUW,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cayman Islands,CYM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,3000000.0,15000000.0,31000000.0,73000000.0,178000000.0,257000000.0,327000000.0,317000000.0,398000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,526000000.0,523000000.0,506000000.0,496000000.0,722000000.0,752000000.0,970000000.0,1321000000.0,1707000000.0,2225000000.0,3113000000.0,5285000000.0,5936000000.0,6575000000.0,7263000000.0,7627000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,13743000000.0,15162000000.0,21353000000.0,27869000000.0,36538000000.0,42867000000.0,51630000000.0,67151000000.0,72806000000.0,75827000000.0,83856000000.0,106102000000.0,121703000000.0,129368000000.0,142926000000.0,168389000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,DJI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,DMA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5542000000.0,5818000000.0,6757000000.0,8057000000.0,9498000000.0,9789000000.0,9178000000.0,10277000000.0,10070000000.0,10044000000.0,12408000000.0,14164000000.0,14820000000.0,15955000000.0,17976000000.0,18944000000.0,0.0,0.0,0.0,0.0,0.0,0.0
